event_id,flight_id,event_type,severity,event_time
E0000343,F000506,HARD_LANDING,LOW,2025-10-15 01:06:28.233690
E0000344,F001927,BATTERY_DROP,LOW,2025-10-29 05:41:55.268864
E0000345,F000749,MOTOR_TEMP_HIGH,MEDIUM,2025-11-28 05:31:59.879154
E0000346,F000378,WIND_ALERT,LOW,2025-09-18 07:26:18.420078
E0000347,F001188,BATTERY_DROP,LOW,2025-10-09 05:58:20.556307
E0000348,F000955,HARD_LANDING,LOW,2025-10-10 01:08:19.923904
E0000349,F000942,MOTOR_TEMP_HIGH,MEDIUM,2025-11-12 03:37:05.050561
E0000350,F001900,GPS_GLITCH,LOW,2025-09-26 00:04:09.946235
E0000351,F000729,MOTOR_TEMP_HIGH,HIGH,2025-09-12 06:02:56.777715
E0000352,F000796,GPS_GLITCH,CRITICAL,2025-11-02 04:35:01.162217
E0000353,F001249,GPS_GLITCH,HIGH,2025-11-06 19:30:40.865199
E0000354,F000341,GPS_GLITCH,LOW,2025-09-21 22:36:45.902999
E0000355,F001658,GPS_GLITCH,MEDIUM,2025-10-11 22:18:24.774171
E0000356,F000460,BATTERY_DROP,LOW,2025-11-14 08:35:45.104631
E0000357,F000484,HARD_LANDING,HIGH,2025-10-16 11:08:06.555141
E0000358,F000022,BATTERY_DROP,LOW,2025-09-29 22:02:34.257441
E0000359,F000686,HARD_LANDING,LOW,2025-09-23 03:27:42.836588
E0000360,F001166,MOTOR_TEMP_HIGH,LOW,2025-10-18 04:27:13.737551
E0000361,F001410,GPS_GLITCH,HIGH,2025-10-12 05:02:04.186404
E0000362,F001798,GPS_GLITCH,HIGH,2025-11-18 16:56:09.989473
E0000363,F001556,WIND_ALERT,LOW,2025-09-24 21:17:58.794366
E0000364,F000643,MOTOR_TEMP_HIGH,LOW,2025-11-01 18:05:40.047386
E0000365,F001651,WIND_ALERT,MEDIUM,2025-09-19 04:34:54.340285
E0000366,F000390,BATTERY_DROP,HIGH,2025-10-22 23:33:05.167580
E0000367,F000419,COMMS_LOSS,MEDIUM,2025-09-17 08:18:57.986824
E0000368,F000717,COMMS_LOSS,LOW,2025-11-23 12:27:22.766250
E0000369,F001079,WIND_ALERT,MEDIUM,2025-10-29 21:00:35.581679
E0000370,F000407,GPS_GLITCH,HIGH,2025-10-06 10:25:18.085442
E0000371,F001801,WIND_ALERT,LOW,2025-09-11 17:01:35.315399
E0000372,F000541,BATTERY_DROP,LOW,2025-11-12 01:55:13.288000
E0000373,F000784,HARD_LANDING,LOW,2025-10-08 15:50:17.277756
E0000374,F001210,MOTOR_TEMP_HIGH,LOW,2025-09-20 18:33:28.338595
E0000375,F000860,MOTOR_TEMP_HIGH,MEDIUM,2025-09-12 13:03:37.148121
E0000376,F000808,BATTERY_DROP,LOW,2025-10-26 08:15:16.634127
E0000377,F001970,HARD_LANDING,LOW,2025-11-06 17:50:41.309844
E0000378,F000872,BATTERY_DROP,LOW,2025-10-05 13:35:54.959234
E0000379,F000227,MOTOR_TEMP_HIGH,HIGH,2025-10-30 13:34:38.714146
E0000380,F001461,MOTOR_TEMP_HIGH,HIGH,2025-11-20 02:35:54.431328
E0000381,F001412,COMMS_LOSS,LOW,2025-11-20 17:14:30.068525
E0000382,F000438,MOTOR_TEMP_HIGH,MEDIUM,2025-09-10 14:47:36.595832
E0000383,F001701,COMMS_LOSS,LOW,2025-10-26 12:23:34.921201
E0000384,F000784,MOTOR_TEMP_HIGH,HIGH,2025-10-08 15:42:57.261900
E0000385,F000302,COMMS_LOSS,MEDIUM,2025-09-29 05:50:54.466059
E0000386,F000345,COMMS_LOSS,LOW,2025-10-25 13:11:46.916833
E0000387,F001429,COMMS_LOSS,CRITICAL,2025-11-13 04:27:30.690507
E0000388,F000433,HARD_LANDING,LOW,2025-10-18 03:36:35.810803
E0000389,F000940,MOTOR_TEMP_HIGH,MEDIUM,2025-09-19 01:05:29.384491
E0000390,F001469,GPS_GLITCH,LOW,2025-11-02 09:12:53.026358
E0000391,F001706,COMMS_LOSS,MEDIUM,2025-09-08 08:55:03.632790
E0000392,F000980,GPS_GLITCH,LOW,2025-11-15 15:54:58.306969
E0000393,F001815,GPS_GLITCH,LOW,2025-09-17 20:38:27.470644
E0000394,F000606,COMMS_LOSS,LOW,2025-11-26 12:29:54.603859
E0000395,F001745,BATTERY_DROP,CRITICAL,2025-10-11 12:01:53.888173
E0000396,F000501,MOTOR_TEMP_HIGH,LOW,2025-09-30 13:16:48.824449
E0000397,F000129,WIND_ALERT,MEDIUM,2025-11-26 06:45:00.942860
E0000398,F001451,GPS_GLITCH,LOW,2025-09-15 21:39:17.933084
E0000399,F001514,GPS_GLITCH,HIGH,2025-11-15 12:23:01.150618
E0000400,F001853,GPS_GLITCH,LOW,2025-11-29 09:40:43.453372
E0000401,F001844,GPS_GLITCH,MEDIUM,2025-09-19 23:06:11.573987
E0000402,F000205,COMMS_LOSS,CRITICAL,2025-09-15 19:36:34.200673
E0000403,F001243,COMMS_LOSS,LOW,2025-09-30 07:06:06.052750
E0000404,F001409,MOTOR_TEMP_HIGH,LOW,2025-10-26 17:24:02.977590
E0000405,F001202,BATTERY_DROP,HIGH,2025-11-17 00:37:38.917621
E0000406,F000038,MOTOR_TEMP_HIGH,LOW,2025-10-15 18:36:19.404903
E0000407,F000091,GPS_GLITCH,LOW,2025-11-04 18:28:21.374507
E0000408,F001342,COMMS_LOSS,LOW,2025-09-15 15:18:11.606767
E0000409,F001713,MOTOR_TEMP_HIGH,HIGH,2025-10-23 13:57:08.365441
E0000410,F000359,GPS_GLITCH,HIGH,2025-11-18 01:54:04.355048
E0000411,F000093,HARD_LANDING,MEDIUM,2025-10-09 21:29:31.435843
E0000412,F000809,COMMS_LOSS,MEDIUM,2025-10-09 12:34:33.971915
E0000413,F000628,BATTERY_DROP,LOW,2025-09-01 10:37:54.256565
E0000414,F001966,MOTOR_TEMP_HIGH,LOW,2025-09-26 07:11:28.208639
E0000415,F001852,MOTOR_TEMP_HIGH,LOW,2025-10-20 17:48:59.225437
E0000416,F001117,GPS_GLITCH,LOW,2025-11-23 05:37:45.916367
E0000417,F001900,GPS_GLITCH,LOW,2025-09-26 00:00:12.498244
E0000418,F000458,COMMS_LOSS,MEDIUM,2025-11-06 12:40:02.592486
E0000419,F001984,WIND_ALERT,LOW,2025-09-06 18:31:00.911031
E0000420,F000894,MOTOR_TEMP_HIGH,LOW,2025-10-10 07:20:22.028152
E0000421,F000953,MOTOR_TEMP_HIGH,LOW,2025-11-07 23:35:48.324711
E0000422,F000102,MOTOR_TEMP_HIGH,LOW,2025-11-08 04:18:46.239596
E0000423,F000355,BATTERY_DROP,LOW,2025-10-09 08:02:04.149216
E0000424,F000389,GPS_GLITCH,LOW,2025-09-26 15:02:17.888555
E0000425,F000976,BATTERY_DROP,LOW,2025-09-02 06:12:54.722875
E0000426,F000380,WIND_ALERT,LOW,2025-09-29 16:28:13.998319
E0000427,F000205,HARD_LANDING,MEDIUM,2025-09-15 19:42:47.714333
E0000428,F001211,WIND_ALERT,HIGH,2025-10-15 17:30:58.176401
E0000429,F001746,GPS_GLITCH,MEDIUM,2025-09-17 16:22:21.333763
E0000430,F000140,MOTOR_TEMP_HIGH,MEDIUM,2025-10-10 17:12:36.347215
E0000431,F001122,MOTOR_TEMP_HIGH,HIGH,2025-09-05 23:00:32.022622
E0000432,F001921,GPS_GLITCH,LOW,2025-10-16 19:17:39.973382
E0000433,F000810,GPS_GLITCH,MEDIUM,2025-11-10 17:03:29.413679
E0000434,F000366,COMMS_LOSS,LOW,2025-11-29 12:28:20.404017
E0000435,F000160,COMMS_LOSS,LOW,2025-10-19 21:01:19.467877
E0000436,F001873,MOTOR_TEMP_HIGH,LOW,2025-11-05 08:43:30.992321
E0000437,F000811,BATTERY_DROP,LOW,2025-10-26 00:04:32.980614
E0000438,F000211,MOTOR_TEMP_HIGH,MEDIUM,2025-11-29 07:46:12.157138
E0000439,F001733,GPS_GLITCH,LOW,2025-11-20 15:43:16.327072
E0000440,F001605,GPS_GLITCH,MEDIUM,2025-11-04 18:07:11.684428
E0000441,F001407,MOTOR_TEMP_HIGH,HIGH,2025-11-16 19:37:01.041595
E0000442,F000169,BATTERY_DROP,LOW,2025-09-26 07:34:09.990420
E0000443,F000165,WIND_ALERT,LOW,2025-09-10 18:40:08.810283
E0000444,F000438,MOTOR_TEMP_HIGH,LOW,2025-09-10 14:38:39.983322
E0000445,F000320,GPS_GLITCH,LOW,2025-09-01 14:08:49.851305
E0000446,F001064,GPS_GLITCH,CRITICAL,2025-09-26 15:07:58.452417
E0000447,F000785,COMMS_LOSS,MEDIUM,2025-10-23 00:51:30.864992
E0000448,F001531,GPS_GLITCH,MEDIUM,2025-11-28 12:23:19.710366
E0000449,F000203,GPS_GLITCH,LOW,2025-11-24 05:57:59.797021
E0000450,F001456,BATTERY_DROP,MEDIUM,2025-09-28 03:28:13.842154
E0000451,F001869,BATTERY_DROP,MEDIUM,2025-11-22 23:19:58.038287
E0000452,F000262,MOTOR_TEMP_HIGH,LOW,2025-10-10 00:57:02.394307
E0000453,F001305,MOTOR_TEMP_HIGH,LOW,2025-09-10 06:36:46.665283
E0000454,F001019,GPS_GLITCH,LOW,2025-10-18 19:58:20.764178
E0000455,F000190,COMMS_LOSS,LOW,2025-10-12 09:56:03.341141
E0000456,F000586,BATTERY_DROP,HIGH,2025-11-05 14:37:07.638688
E0000457,F001577,MOTOR_TEMP_HIGH,MEDIUM,2025-11-06 18:23:19.391959
E0000458,F001739,GPS_GLITCH,LOW,2025-11-16 04:30:49.246554
E0000459,F000737,MOTOR_TEMP_HIGH,HIGH,2025-11-16 14:35:40.016172
E0000460,F000214,BATTERY_DROP,LOW,2025-09-09 04:29:43.744749
E0000461,F000490,MOTOR_TEMP_HIGH,LOW,2025-09-17 11:09:46.457052
E0000462,F001687,BATTERY_DROP,HIGH,2025-11-25 18:35:34.823395
E0000463,F001140,WIND_ALERT,HIGH,2025-10-05 08:56:02.589693
E0000464,F000861,GPS_GLITCH,MEDIUM,2025-11-22 21:45:24.955671
E0000465,F000027,WIND_ALERT,LOW,2025-09-09 02:38:32.011309
E0000466,F001566,WIND_ALERT,CRITICAL,2025-10-01 20:20:22.191632
E0000467,F000931,BATTERY_DROP,MEDIUM,2025-09-15 17:50:42.688743
E0000468,F001091,BATTERY_DROP,MEDIUM,2025-10-02 04:37:41.634998
E0000469,F001688,BATTERY_DROP,LOW,2025-10-23 23:47:00.893734
E0000470,F001125,WIND_ALERT,LOW,2025-09-05 09:35:35.225194
E0000471,F001857,MOTOR_TEMP_HIGH,HIGH,2025-09-06 14:28:53.165403
E0000472,F001120,MOTOR_TEMP_HIGH,HIGH,2025-09-22 11:11:55.643174
E0000473,F000686,GPS_GLITCH,MEDIUM,2025-09-23 03:18:50.586742
E0000474,F001846,HARD_LANDING,LOW,2025-10-18 19:28:48.133608
E0000475,F001285,GPS_GLITCH,MEDIUM,2025-11-10 21:25:59.518494
E0000476,F001521,GPS_GLITCH,LOW,2025-10-06 15:51:36.209545
E0000477,F000454,BATTERY_DROP,LOW,2025-10-27 12:06:36.307330
E0000478,F001343,MOTOR_TEMP_HIGH,LOW,2025-09-01 02:49:00.923412
E0000479,F001121,HARD_LANDING,LOW,2025-09-04 08:11:54.228795
E0000480,F000211,COMMS_LOSS,MEDIUM,2025-11-29 07:47:09.887827
E0000481,F000509,GPS_GLITCH,LOW,2025-11-12 09:43:58.205710
E0000482,F001824,BATTERY_DROP,LOW,2025-11-15 12:50:07.505666
E0000483,F001143,COMMS_LOSS,HIGH,2025-09-22 02:35:44.098469
E0000484,F001549,MOTOR_TEMP_HIGH,MEDIUM,2025-10-06 13:20:16.879530
E0000485,F000344,GPS_GLITCH,LOW,2025-11-08 20:51:16.824911
E0000486,F000436,BATTERY_DROP,LOW,2025-09-09 09:36:12.810178
E0000487,F001883,MOTOR_TEMP_HIGH,MEDIUM,2025-11-25 12:09:00.672814
E0000488,F000841,WIND_ALERT,LOW,2025-10-29 17:18:49.555325
E0000489,F001774,COMMS_LOSS,LOW,2025-10-11 15:23:51.144783
E0000490,F001617,GPS_GLITCH,LOW,2025-10-07 19:59:49.770875
E0000491,F000674,COMMS_LOSS,LOW,2025-10-30 22:05:11.924290
E0000492,F001900,BATTERY_DROP,MEDIUM,2025-09-26 00:04:18.109468
E0000493,F001554,HARD_LANDING,LOW,2025-10-03 08:58:58.543201
E0000494,F000256,BATTERY_DROP,LOW,2025-11-29 19:51:40.864069
E0000495,F000192,GPS_GLITCH,LOW,2025-11-26 16:47:07.762858
E0000496,F000254,MOTOR_TEMP_HIGH,LOW,2025-09-26 06:02:02.398595
E0000497,F001481,BATTERY_DROP,LOW,2025-11-29 09:23:49.637984
E0000498,F000287,GPS_GLITCH,HIGH,2025-11-06 12:27:49.466127
E0000499,F000565,MOTOR_TEMP_HIGH,LOW,2025-10-12 22:52:23.863625
E0000500,F000869,COMMS_LOSS,LOW,2025-09-29 07:25:24.179533
E0000501,F000272,HARD_LANDING,LOW,2025-11-27 05:55:36.259795
E0000502,F000661,BATTERY_DROP,MEDIUM,2025-11-10 07:50:41.442591
E0000503,F001357,GPS_GLITCH,LOW,2025-09-24 10:30:52.437745
E0000504,F001945,MOTOR_TEMP_HIGH,HIGH,2025-09-02 18:50:12.366866
E0000505,F000940,BATTERY_DROP,MEDIUM,2025-09-19 01:08:02.317465
E0000506,F001494,GPS_GLITCH,LOW,2025-09-17 09:56:17.117770
E0000507,F001061,HARD_LANDING,MEDIUM,2025-11-21 07:26:03.831871
E0000508,F000933,WIND_ALERT,LOW,2025-09-15 22:35:59.775174
E0000509,F001042,GPS_GLITCH,CRITICAL,2025-09-13 19:38:01.354243
E0000510,F001918,COMMS_LOSS,CRITICAL,2025-09-14 11:05:29.960483
E0000511,F000119,MOTOR_TEMP_HIGH,LOW,2025-11-23 06:22:54.003770
E0000512,F001027,BATTERY_DROP,MEDIUM,2025-10-27 18:58:19.713410
E0000513,F000103,MOTOR_TEMP_HIGH,LOW,2025-10-08 10:11:59.682300
E0000514,F001751,GPS_GLITCH,LOW,2025-11-16 14:52:15.752514
E0000515,F001203,GPS_GLITCH,MEDIUM,2025-11-03 01:54:55.662171
E0000516,F000095,WIND_ALERT,HIGH,2025-10-27 11:14:24.417057
E0000517,F001248,MOTOR_TEMP_HIGH,LOW,2025-11-28 13:30:27.982177
E0000518,F000872,BATTERY_DROP,MEDIUM,2025-10-05 13:26:52.901582
E0000519,F000095,MOTOR_TEMP_HIGH,MEDIUM,2025-10-27 11:16:48.021992
E0000520,F001957,WIND_ALERT,LOW,2025-10-31 03:04:44.213321
E0000521,F000757,BATTERY_DROP,MEDIUM,2025-09-04 19:47:00.709068
E0000522,F000048,WIND_ALERT,MEDIUM,2025-10-25 15:32:27.936650
E0000523,F001226,HARD_LANDING,MEDIUM,2025-11-19 06:33:56.690257
E0000524,F000751,BATTERY_DROP,CRITICAL,2025-10-26 01:13:27.363201
E0000525,F001314,COMMS_LOSS,LOW,2025-09-24 18:01:49.012420
E0000526,F000325,COMMS_LOSS,LOW,2025-11-23 23:31:01.478995
E0000527,F001657,COMMS_LOSS,LOW,2025-10-13 03:58:10.034777
E0000528,F000841,BATTERY_DROP,LOW,2025-10-29 17:17:18.671537
E0000529,F000842,GPS_GLITCH,LOW,2025-10-26 12:03:46.006507
E0000530,F001608,GPS_GLITCH,HIGH,2025-10-27 14:33:54.472414
E0000531,F001097,MOTOR_TEMP_HIGH,LOW,2025-11-09 23:15:53.338605
E0000532,F000003,COMMS_LOSS,MEDIUM,2025-09-22 01:46:28.771467
E0000533,F001158,COMMS_LOSS,LOW,2025-11-02 23:43:41.774425
E0000534,F001292,MOTOR_TEMP_HIGH,LOW,2025-10-09 10:49:31.937111
E0000535,F000625,GPS_GLITCH,HIGH,2025-10-04 21:03:20.010734
E0000536,F000362,GPS_GLITCH,MEDIUM,2025-10-18 19:06:41.426744
E0000537,F000108,COMMS_LOSS,LOW,2025-09-17 22:42:45.621228
E0000538,F001693,MOTOR_TEMP_HIGH,HIGH,2025-09-28 10:01:15.217928
E0000539,F000009,COMMS_LOSS,LOW,2025-09-27 10:18:39.741725
E0000540,F001167,GPS_GLITCH,LOW,2025-10-02 07:52:55.503334
E0000541,F001673,BATTERY_DROP,LOW,2025-09-23 17:21:23.093240
E0000542,F000705,WIND_ALERT,MEDIUM,2025-10-25 12:53:51.287197
E0000543,F000401,GPS_GLITCH,LOW,2025-09-05 19:19:08.060096
E0000544,F001430,GPS_GLITCH,HIGH,2025-09-14 09:11:20.000073
E0000545,F001261,COMMS_LOSS,LOW,2025-09-14 23:45:23.801280
E0000546,F000030,MOTOR_TEMP_HIGH,LOW,2025-11-02 17:10:34.160651
E0000547,F001155,WIND_ALERT,HIGH,2025-09-03 16:04:55.405760
E0000548,F000001,WIND_ALERT,LOW,2025-11-16 19:30:02.764752
E0000549,F000800,COMMS_LOSS,LOW,2025-09-12 15:29:26.805192
E0000550,F000609,GPS_GLITCH,LOW,2025-11-24 06:12:00.106002
E0000551,F001667,MOTOR_TEMP_HIGH,LOW,2025-10-29 17:36:56.133463
E0000552,F001955,HARD_LANDING,LOW,2025-09-23 04:59:53.711279
E0000553,F001397,BATTERY_DROP,LOW,2025-09-22 18:17:37.594877
E0000554,F001469,WIND_ALERT,MEDIUM,2025-11-02 09:07:59.388486
E0000555,F000046,COMMS_LOSS,LOW,2025-11-01 12:56:56.554663
E0000556,F000128,GPS_GLITCH,LOW,2025-09-14 15:28:25.653261
E0000557,F001554,MOTOR_TEMP_HIGH,MEDIUM,2025-10-03 08:54:21.208627
E0000558,F000857,COMMS_LOSS,LOW,2025-11-06 07:39:29.477970
E0000559,F001014,GPS_GLITCH,MEDIUM,2025-10-05 14:18:53.785950
E0000560,F001384,BATTERY_DROP,MEDIUM,2025-09-02 20:35:01.045090
E0000561,F000695,COMMS_LOSS,LOW,2025-11-21 23:17:22.515422
E0000562,F001364,GPS_GLITCH,LOW,2025-11-17 16:46:29.942391
E0000563,F001454,BATTERY_DROP,LOW,2025-11-16 01:49:12.959281
E0000564,F000481,COMMS_LOSS,LOW,2025-09-21 22:34:44.213010
E0000565,F001373,COMMS_LOSS,LOW,2025-09-05 09:25:10.990208
E0000566,F000339,MOTOR_TEMP_HIGH,MEDIUM,2025-11-11 17:11:01.075733
E0000567,F000622,WIND_ALERT,MEDIUM,2025-10-26 03:35:28.398064
E0000568,F001561,WIND_ALERT,LOW,2025-11-17 07:34:37.853768
E0000569,F001967,MOTOR_TEMP_HIGH,HIGH,2025-10-31 17:28:32.247904
E0000570,F000130,GPS_GLITCH,LOW,2025-10-08 15:19:43.345474
E0000571,F001298,COMMS_LOSS,HIGH,2025-11-24 03:06:50.912287
E0000572,F001140,GPS_GLITCH,HIGH,2025-10-05 08:53:48.381634
E0000573,F001212,HARD_LANDING,LOW,2025-10-01 23:18:32.213712
E0000574,F001574,MOTOR_TEMP_HIGH,LOW,2025-10-08 04:13:30.755037
E0000575,F000140,BATTERY_DROP,LOW,2025-10-10 17:18:45.478546
E0000576,F001479,MOTOR_TEMP_HIGH,HIGH,2025-09-02 12:00:19.084913
E0000577,F000559,MOTOR_TEMP_HIGH,LOW,2025-09-16 10:23:05.686784
E0000578,F000309,WIND_ALERT,HIGH,2025-09-03 05:46:27.582149
E0000579,F000894,GPS_GLITCH,LOW,2025-10-10 07:18:41.515480
E0000580,F000055,WIND_ALERT,LOW,2025-11-26 13:51:54.924536
E0000581,F001262,GPS_GLITCH,MEDIUM,2025-10-02 05:33:51.913461
E0000582,F001131,COMMS_LOSS,LOW,2025-11-04 04:50:55.644890
E0000583,F001026,WIND_ALERT,LOW,2025-10-27 14:53:43.658867
E0000584,F000062,BATTERY_DROP,HIGH,2025-11-08 18:52:10.917695
E0000585,F001527,GPS_GLITCH,LOW,2025-10-22 00:43:30.973698
E0000586,F000071,HARD_LANDING,HIGH,2025-09-25 12:15:18.541561
E0000587,F000526,HARD_LANDING,CRITICAL,2025-11-25 17:52:27.940339
E0000588,F000792,BATTERY_DROP,LOW,2025-09-15 05:19:57.076052
E0000589,F001405,MOTOR_TEMP_HIGH,LOW,2025-09-01 10:29:36.434755
E0000590,F000816,HARD_LANDING,LOW,2025-09-14 19:53:07.595056
E0000591,F001634,GPS_GLITCH,MEDIUM,2025-09-28 17:13:51.449537
E0000592,F001869,MOTOR_TEMP_HIGH,CRITICAL,2025-11-22 23:14:08.591465
E0000593,F001531,BATTERY_DROP,HIGH,2025-11-28 12:16:58.375955
E0000594,F000078,GPS_GLITCH,HIGH,2025-11-03 08:46:25.243583
E0000595,F001542,HARD_LANDING,LOW,2025-10-09 12:37:32.830526
E0000596,F000413,BATTERY_DROP,LOW,2025-11-18 18:16:51.035678
E0000597,F001778,WIND_ALERT,LOW,2025-11-14 07:14:33.059089
E0000598,F001958,MOTOR_TEMP_HIGH,HIGH,2025-09-16 12:02:53.335391
E0000599,F000169,MOTOR_TEMP_HIGH,LOW,2025-09-26 07:29:23.169265
E0000600,F000198,BATTERY_DROP,LOW,2025-10-26 23:26:33.249588
E0000601,F001395,BATTERY_DROP,LOW,2025-10-26 19:47:42.798679
E0000602,F000287,HARD_LANDING,LOW,2025-11-06 12:17:00.058773
E0000603,F001938,COMMS_LOSS,LOW,2025-09-30 05:57:42.995189
E0000604,F001081,COMMS_LOSS,LOW,2025-11-27 07:03:21.594718
E0000605,F001148,BATTERY_DROP,HIGH,2025-10-10 22:41:26.565495
E0000606,F001721,BATTERY_DROP,MEDIUM,2025-10-07 10:41:54.462149
E0000607,F000435,GPS_GLITCH,LOW,2025-09-10 03:37:51.664055
E0000608,F001112,COMMS_LOSS,MEDIUM,2025-09-20 23:26:50.853089
E0000609,F001998,BATTERY_DROP,LOW,2025-11-26 15:03:03.324679
E0000610,F000045,MOTOR_TEMP_HIGH,MEDIUM,2025-09-28 03:28:08.332524
E0000611,F000350,MOTOR_TEMP_HIGH,LOW,2025-09-27 02:11:03.506359
E0000612,F000293,BATTERY_DROP,MEDIUM,2025-11-23 11:55:56.714678
E0000613,F000672,COMMS_LOSS,LOW,2025-09-04 21:25:02.816160
E0000614,F000260,MOTOR_TEMP_HIGH,LOW,2025-10-15 22:35:53.027864
E0000615,F000345,WIND_ALERT,MEDIUM,2025-10-25 13:06:25.877384
E0000616,F001706,GPS_GLITCH,MEDIUM,2025-09-08 09:01:55.524178
E0000617,F000930,MOTOR_TEMP_HIGH,MEDIUM,2025-10-13 00:26:13.330573
E0000618,F000717,GPS_GLITCH,LOW,2025-11-23 12:03:55.949742
E0000619,F000838,HARD_LANDING,LOW,2025-10-20 05:57:58.142327
E0000620,F001942,MOTOR_TEMP_HIGH,MEDIUM,2025-11-05 23:35:48.475573
E0000621,F000983,BATTERY_DROP,LOW,2025-10-28 09:39:37.732425
E0000622,F000938,HARD_LANDING,LOW,2025-11-26 05:31:30.398691
E0000623,F001856,MOTOR_TEMP_HIGH,LOW,2025-11-19 00:57:26.424536
E0000624,F000075,GPS_GLITCH,LOW,2025-11-21 05:39:28.358093
E0000625,F000957,MOTOR_TEMP_HIGH,LOW,2025-10-13 05:47:27.155194
E0000626,F001497,GPS_GLITCH,LOW,2025-09-05 13:37:53.913003
E0000627,F001030,HARD_LANDING,MEDIUM,2025-09-01 18:47:20.273531
E0000628,F001737,COMMS_LOSS,MEDIUM,2025-09-24 19:31:32.559016
E0000629,F001774,COMMS_LOSS,MEDIUM,2025-10-11 15:30:14.483097
E0000630,F000673,HARD_LANDING,MEDIUM,2025-09-10 14:18:06.009347
E0000631,F001636,COMMS_LOSS,LOW,2025-09-05 05:06:32.847922
E0000632,F000488,BATTERY_DROP,HIGH,2025-10-10 01:41:13.924423
E0000633,F000480,GPS_GLITCH,MEDIUM,2025-10-25 09:04:38.563156
E0000634,F001955,BATTERY_DROP,LOW,2025-09-23 05:01:52.694845
E0000635,F000026,WIND_ALERT,LOW,2025-09-10 13:23:43.507297
E0000636,F000707,WIND_ALERT,MEDIUM,2025-11-12 03:12:52.894935
E0000637,F001259,COMMS_LOSS,MEDIUM,2025-09-30 00:42:35.013129
E0000638,F000828,GPS_GLITCH,MEDIUM,2025-10-13 23:13:03.314479
E0000639,F001690,GPS_GLITCH,MEDIUM,2025-10-07 21:57:43.231128
E0000640,F000504,HARD_LANDING,HIGH,2025-11-26 10:41:51.504341
E0000641,F001106,GPS_GLITCH,HIGH,2025-09-22 18:35:33.317189
E0000642,F000251,MOTOR_TEMP_HIGH,MEDIUM,2025-11-18 17:11:06.089399
E0000643,F000423,BATTERY_DROP,CRITICAL,2025-09-23 10:48:01.594082
E0000644,F000348,BATTERY_DROP,HIGH,2025-11-07 19:42:57.792043
E0000645,F001483,COMMS_LOSS,LOW,2025-10-23 14:58:16.110624
E0000646,F000406,WIND_ALERT,MEDIUM,2025-11-12 06:59:22.375917
E0000647,F001340,COMMS_LOSS,LOW,2025-10-08 07:55:15.469901
E0000648,F000692,MOTOR_TEMP_HIGH,LOW,2025-11-12 18:16:32.124486
E0000649,F001131,BATTERY_DROP,LOW,2025-11-04 04:48:10.215605
E0000650,F001748,WIND_ALERT,LOW,2025-11-19 02:54:11.194958
E0000651,F001727,MOTOR_TEMP_HIGH,LOW,2025-09-19 14:52:32.321792
E0000652,F000023,MOTOR_TEMP_HIGH,LOW,2025-09-16 00:51:42.013529
E0000653,F001569,COMMS_LOSS,LOW,2025-11-06 00:33:37.370916
E0000654,F001912,GPS_GLITCH,MEDIUM,2025-11-06 03:00:25.846567
E0000655,F001336,GPS_GLITCH,HIGH,2025-09-14 15:21:26.751763
E0000656,F000375,HARD_LANDING,CRITICAL,2025-10-24 12:24:20.859602
E0000657,F001330,MOTOR_TEMP_HIGH,LOW,2025-11-27 22:42:45.695645
E0000658,F001273,GPS_GLITCH,LOW,2025-10-10 11:22:32.989934
E0000659,F001325,BATTERY_DROP,HIGH,2025-09-06 10:50:46.344700
E0000660,F000858,WIND_ALERT,LOW,2025-10-21 06:23:15.420120
E0000661,F001051,MOTOR_TEMP_HIGH,CRITICAL,2025-10-28 00:58:25.225621
E0000662,F001304,MOTOR_TEMP_HIGH,MEDIUM,2025-11-06 12:50:43.831081
E0000663,F000928,GPS_GLITCH,LOW,2025-11-08 02:11:14.429461
E0000664,F001548,WIND_ALERT,LOW,2025-10-30 04:12:17.053658
E0000665,F001420,HARD_LANDING,LOW,2025-10-21 03:14:58.691633
E0000666,F000607,MOTOR_TEMP_HIGH,LOW,2025-09-14 07:18:21.019736
E0000667,F001221,BATTERY_DROP,LOW,2025-09-02 14:09:16.350889
E0000668,F001514,COMMS_LOSS,HIGH,2025-11-15 12:18:57.747508
E0000669,F000980,HARD_LANDING,MEDIUM,2025-11-15 15:40:16.304789
E0000670,F001431,COMMS_LOSS,LOW,2025-09-29 16:05:18.641792
E0000671,F000254,WIND_ALERT,LOW,2025-09-26 05:56:18.955782
E0000672,F000773,MOTOR_TEMP_HIGH,LOW,2025-11-10 13:46:51.099605
E0000673,F001404,BATTERY_DROP,LOW,2025-10-15 11:09:45.554667
E0000674,F001791,MOTOR_TEMP_HIGH,MEDIUM,2025-09-15 17:36:31.117771
E0000675,F001292,HARD_LANDING,MEDIUM,2025-10-09 10:44:09.476547
E0000676,F001328,BATTERY_DROP,HIGH,2025-10-11 10:26:06.966333
E0000677,F000685,GPS_GLITCH,LOW,2025-09-03 14:42:56.737699
E0000678,F001402,COMMS_LOSS,LOW,2025-11-01 21:09:02.326181
E0000679,F000713,BATTERY_DROP,HIGH,2025-09-06 03:43:49.316408
E0000680,F000105,HARD_LANDING,MEDIUM,2025-09-04 18:06:27.528131
E0000681,F000494,GPS_GLITCH,MEDIUM,2025-11-11 08:20:10.910030
